,0,1,2,sentiment
0,2020-12-09 01:12:41,1.33648E+18,"@TFloresSB My Lodge, Le Creuset, and Calphalon are all magnetic. I have a pretty mixed set, lol.",2
1,2020-12-09 00:08:26,1.33646E+18,@imBINGnotGOOGLE I think I paid 5 bucks at the time so I gave it a shot but probably won’t ever buy an infomercial/ASOTV item again especially cookware gotta ball out on that stuff. Calphalon goated,3
2,2020-12-08 22:03:02,1.33643E+18,"@itscoreyw Calphalon comes in at $250
Le Creuset (you said GOOD) is $680. On sale.",3
3,2020-12-08 21:40:42,1.33643E+18,Both of my son in laws like to cook. I got my newest one cast iron for Xmas. Sam and Joe bought a Calphalon everyday pan with their money from hubs and me. They both help clean the house and are great fathers. I’m so happy for my daughters. They married really great men.,3
4,2020-12-08 19:04:18,1.33639E+18,"@fardarter @JShirray @RicoSuaveJD @mattyglesias No, if you make a shit ton of paella, that worth changes. And le cruset is expensive too!  I’m sure others think calphalon will more then suffice.",3
5,2020-12-08 16:01:47,1.33634E+18,Calphalon cook wear is 👌🏾👌🏾👌🏾👌🏾👌🏾👌🏾👌🏾,3
6,2020-12-08 16:01:27,1.33634E+18,RT @kayevalley: A Calphalon cookware set https://t.co/30oHnySqrv,2
7,2020-12-08 15:41:46,1.33634E+18,A Calphalon cookware set https://t.co/30oHnySqrv,2
8,2020-12-08 03:39:18,1.33615E+18,"@KeriCrewsonMD I like my non stick calphalon set because it's not too heavy and I can pick up most pieces with only one hand while still feeling hefty. 

IMO if you do not cook a ton, or only for yourself - just buy like one saucepan, one fry pan and a cast iron.",3
9,2020-12-08 03:20:13,1.33615E+18,@PirateAtLaw I have a cutco serrated so that’s not as high a priority of a “need” — all my other knives are heavily abused calphalon and I couldn’t cut flour with my chefs knife 😂,2
10,2020-12-08 03:10:30,1.33615E+18,@BigMoney_Dank Yep! Pissedt. I coulda got the calphalon shit on blk friday for the low. Know that shit usually be high asf. Ima cancel my order fuck her &amp; that cookbook,1
11,2020-12-08 02:17:57,1.33613E+18,"@KeriCrewsonMD I like cast iron pots and pans. I also have calphalon from Kohl’s bought more than a decade ago, still working great. I avoid coatings on my pan mostly. I see Rachel Ray has great collection.",3
12,2020-12-08 02:10:01,1.33613E+18,"@miraphorism BBB has a single option, though it’s more like $40...maybe you have a coupon or eleven lying around? https://t.co/fbTyXBz9rj",2
13,2020-12-08 00:36:06,1.33611E+18,"RT @visuarpy: 🍽️ ¡Qué diferente y especial es el sabor de las cosas hechas en casa!

Con la versatilidad de este horno vas a adorar tu coci…",2
14,2020-12-07 23:40:24,1.33609E+18,Top 10 Best Calphalon Bread &amp; Serrated Knives  https://t.co/PeKrrISXTf https://t.co/o7EWkfDWf1,2
15,2020-12-07 20:02:56,1.33604E+18,@VotingBlueInTX Sauce pan. I love my 2 Calphalon skillets. I am sure you can get them at a second hand store because many people now love stainless.,3
16,2020-12-07 19:54:46,1.33604E+18,@katesquire We have Calphalon Katana steak knives. I love the glass “block” bc taking it apart and cleaning it is extremely easy and iirc the glass panes are dishwasher safe. Plus tiny countertop footprint! Plus I can see what I’m picking up!,3
17,2020-12-07 19:39:40,1.33603E+18,"@LSupdated NOOOOOOO *twitter for Calphalon Quartz Heat Countertop Toaster Oven, Stainless Steel, Extra-Large Capacity, Black, Dark Gray*",2
18,2020-12-07 18:37:08,1.33602E+18,@WhalePrincesGF @VotingBlueInTX I completely agree. I adore my Calphalon. They are my everyday go to pots and pans.,3
19,2020-12-07 17:43:31,1.336E+18,"@VotingBlueInTX If ya can afford it, get calphalon pots/pans set. We have a set and they're phenomenal, definitely worth the high price. We bought ours on credit as we paid $200 for them 3 yrs ago, they've held up &amp; then some.",3
20,2020-12-07 17:42:58,1.336E+18,@halsey_hales Calphalon is pretty decent stuff at reasonable prices in my opinion.,3
21,2020-12-07 17:08:30,1.33599E+18,@VotingBlueInTX Costco has great non-stick cookware. It’s labeled Kirkland but I think they’re made by Calphalon.,3
22,2020-12-07 15:04:24,1.33596E+18,"🍽️ ¡Qué diferente y especial es el sabor de las cosas hechas en casa!

Con la versatilidad de este horno vas a adorar tu cocina

🧁 Prepará tu postre favorito
🍕 Horneá tu propia pizza

🛍️ Con la compra de este Horno Oster® te llevas de Regalo 🎁 un molde Calphalon. https://t.co/0kN99SSa8G",2
23,2020-12-07 11:05:22,1.3359E+18,"@laurnie234 It’s ok to get stuff like that. My wife wanted a new calphalon skillet 🍳 and I’ve got her one to wrap. I would also say to guys, don’t make that the only gift to your lady. Little romance guys! 🎄😎☕️",3
24,2020-12-07 03:15:43,1.33579E+18,"RT @Boars_Head: On day six, we’re blurring the line between breakfast, lunch, and dinner with our Sweet Slice® Uncured Ham Monte Cristo. Ma…",2
25,2020-12-07 00:53:14,1.33575E+18,@Grady76037285 @LikeFineWine63 @1Egetfl Looks like a calphalon lid in a hoodie 🤦,2
26,2020-12-06 19:42:47,1.33567E+18,@webb4web PS ... my photo was with the iron pan but looks like you have the same Calphalon pots as me! :),2
27,2020-12-06 17:18:04,1.33563E+18,"@buzzthefash Tongs and calphalon are blasphemous.  I understand Pinecone.  You didn't verbally assault the offender, and explain how special calphalon is?",2
28,2020-12-06 16:27:34,1.33562E+18,"RT @Boars_Head: On day six, we’re blurring the line between breakfast, lunch, and dinner with our Sweet Slice® Uncured Ham Monte Cristo. Ma…",2
29,2020-12-06 14:54:56,1.3356E+18,"If I see you using metal tongs on my calphalon pan, you definitely don’t want to hear the thoughts in my head.",2
30,2020-12-06 07:04:07,1.33548E+18,"RT @Boars_Head: On day six, we’re blurring the line between breakfast, lunch, and dinner with our Sweet Slice® Uncured Ham Monte Cristo. Ma…",2
31,2020-12-06 06:37:48,1.33547E+18,"RT @Boars_Head: On day six, we’re blurring the line between breakfast, lunch, and dinner with our Sweet Slice® Uncured Ham Monte Cristo. Ma…",2
32,2020-12-06 05:52:07,1.33546E+18,"RT @Boars_Head: On day six, we’re blurring the line between breakfast, lunch, and dinner with our Sweet Slice® Uncured Ham Monte Cristo. Ma…",2
33,2020-12-06 05:03:44,1.33545E+18,"RT @Boars_Head: On day six, we’re blurring the line between breakfast, lunch, and dinner with our Sweet Slice® Uncured Ham Monte Cristo. Ma…",2
34,2020-12-06 05:01:55,1.33545E+18,"On day six, we’re blurring the line between breakfast, lunch, and dinner with our Sweet Slice® Uncured Ham Monte Cristo. Make it any time the fancy strikes with the recipe in our bio, then enter for a chance to win a Calphalon Griddle: https://t.co/8r7xmnr3Ej https://t.co/aOKCIUxWS9",2
35,2020-12-06 02:41:42,1.33541E+18,@TropiTropi35 Yesss. Yo quería las Calphalon peeeero eran $500 vs $175 y me han salido super buenas. Enjoy! Yo amo esos regalitos de grande. 🤣,2
36,2020-12-05 23:40:16,1.33537E+18,@amandamull @topscallop Chrissy's stuff is honestly legit. IMO as a former calphalon snob. (Although I do still use my pricey heavy bottom all stainless saute pan to sear things super hot..),3
37,2020-12-05 22:11:24,1.33535E+18,"@sillysandz I used to sell calphalon, and have calphalon. I love their stainless. It cools really well, I have a bunch of stainless pans.",3
38,2020-12-05 21:30:43,1.33534E+18,"💲💰
Calphalon Premier Countertop S...
Reduced from $150 to $81

# #Deals #new #Deals #savings #Amazon  #Deal #ganga

 https://t.co/nGy7U9Z7DI https://t.co/0QlGKf3dDy",2
39,2020-12-05 21:30:37,1.33534E+18,"***New Deal***
Calphalon Premier Countertop S...
Reduced from $150 to $81
https://t.co/1yUVKwUO4W
#Deals #newDeals #savings #Amazon https://t.co/ZA9DeWhpMq",3
40,2020-12-05 21:29:52,1.33534E+18,"Calphalon Premier Countertop Safe Bakeware 6 Piece Set

Includes large cookie sheet, 9-inch round cake pan, 9x13-inch brownie pan, 5X10-inch large loaf pan, 8-inch square cake pan, 12-cup muffin pan 

On sale starting at $81.45

https://t.co/eNfRAU5oVP

#ad #calphalon https://t.co/SX4kjTDNjO",3
41,2020-12-05 20:54:05,1.33533E+18,"@sillysandz Calphalon is cheaper and I like the handles better, I hate all-clad handles",3
42,2020-12-05 20:40:31,1.33532E+18,Amazon Cyber Week Deal: Calphalon Countertop Safe Bakeware Set - https://t.co/Oie8ORoMDV https://t.co/xWZejdAZt5,2
